title;href;year;price_eur;long;img;place
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1093793526-6ad2ea3e/?sort=fresh_relevance_1-desc;2013;8628;163 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG2wo6KxhusQ8ZKBqSuCuqTGGxHvhFRryRk_bLYocd5jq3dTQ9sF5qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Сухой Лог
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094855998-28ca4a73/?sort=fresh_relevance_1-desc;2011;7312;87 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG1Q89LxxuswhJeRWc6yutE2DrHaxCQOSSlKLPMIce52y1IWY4vQ9qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094770872-b1513fb8/?sort=fresh_relevance_1-desc;2012;8336;53 569 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdF0wg3KRlutw9KI0icvCmoSWSxRPtEELHDwfaaN94ftW-8IGA-vFxqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094207202-6017ee30/?sort=fresh_relevance_1-desc;2011;6566;109 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2167803/8f279269565d25bdbaeabe3239f687b8/320x240;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1092938338-42184c9c/?sort=fresh_relevance_1-desc;2015;9930;83 499 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdH0A85LBtu5VoTKBjI5COnEmW-Rf0RRLOWxvbKY4UdtT7iJzQ_uA5qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1095100664-68da0176/?sort=fresh_relevance_1-desc;2016;16087;19 980 км;https://avatars.mds.yandex.net/get-autoru-vos/2069263/78eb6762fed5eccd810184c80cd4aac6/320x240;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094992822-71babe95/?sort=fresh_relevance_1-desc;2011;7166;87 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG0wk8Jhxu4VhJfxnKuCunGGO4H65CSrHExKXMa9UetjznITds719qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094472786-194a3e88/?sort=fresh_relevance_1-desc;2011;6435;95 000 км;https://avatars.mds.yandex.net/get-autoru-vos/1698998/dd69a9904a0853fac0f9387498abb3ba/320x240;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094244750-a5b7179e/?sort=fresh_relevance_1-desc;2010;6727;160 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG2wM7JhJu4glNI0_Ivir7EzO9RageQ-SfwPjKNYUctW21IGdtsVhqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Богданович
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094159722-c6e03643/?sort=fresh_relevance_1-desc;2012;8482;85 030 км;https://avatars.mds.yandex.net/get-autoru-vos/1544430/dab0180fc6d50504b3c1e196e4ce4f00/320x240;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094139292-d185f248/?sort=fresh_relevance_1-desc;2012;7751;93 000 км;https://avatars.mds.yandex.net/get-autoru-vos/1643175/3c2e598dd68b59ed38df8a907dcf0d72/320x240;Лысьва
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1094607426-25e72757/?sort=fresh_relevance_1-desc;2014;10749;117 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG1g08KRNu4Q8aLR6T5H-oHmfqTfgXFrSRxfLMYNcYsj7iIDdusAxqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1094586628-92dc72b7/?sort=fresh_relevance_1-desc;2016;15356;7 685 км;https://avatars.mds.yandex.net/get-autoru-vos/2155046/b5af0942bf617ce8d27be444510cefd6/320x240;Каменск-Уральский
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094158348-81dc40a9/?sort=fresh_relevance_1-desc;2012;8190;215 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRP2gk4LRJuswoZfk-SvyP7TzTrGa4SFeeQwKPNY9IZ6jblJmNq6lxqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1093918904-f52bcac1/?sort=fresh_relevance_1-desc;2012;7897;60 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2163561/02d2efa66cbb879570faf15132d616fa/320x240;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1090209230-52529ac5/?sort=fresh_relevance_1-desc;2012;8029;118 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRB1w43KR9usVgYehWb63_8HDW9GahHF72QwfWZZNEe6jfndTQ7vglqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Первоуральск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1089890244-06aec758/?sort=fresh_relevance_1-desc;2011;6288;136 663 км;https://avatars.mds.yandex.net/get-autoru-vos/2154122/2d6d4cea58b3fac1b016f02905f787c0/320x240;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1089873650-76041ccd/?sort=fresh_relevance_1-desc;2011;7458;149 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRP2g46Lh5uvAoaeEvNvCmsGzPuGKkeQLKRkvXMMdcZ4mq1IDQ27A5qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Нижний Тагил
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1089868294-c02810f0/?sort=fresh_relevance_1-desc;2013;8190;61 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2069532/bbd1ead593d49b92e7d89913b206b33c/320x240;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1093638762-87628a97/?sort=fresh_relevance_1-desc;2015;9886;111 000 км;https://avatars.mds.yandex.net/get-autoru-vos/1894474/28c61a4ab6b061d2039b89dd27feef37/320x240;Копейск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1093315652-ce45877d/?sort=fresh_relevance_1-desc;2013;9945;140 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdF0w49Lhhu4QtNKUyS5X_9EmGwSPlCEeaSz_nOY9Yd4m_mKmI56gVqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1093199766-2c731e86/?sort=fresh_relevance_1-desc;2012;9652;150 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2068903/6f8704bb147b445d9b3a7a2f73d8a76a/320x240;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1093199738-53745816/?sort=fresh_relevance_1-desc;2011;7458;110 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2079554/cbc497cbbfa18ab03c883981eca50ae7/320x240;Нижний Тагил
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1086091750-83d56de0/?sort=fresh_relevance_1-desc;2013;8628;100 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRO1Ao4Lxtu4V8ffxqavn-mSG_sHfxAR73ExKKba9cTsTe1JzU26F9qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1079053174-80976dde/?sort=fresh_relevance_1-desc;2013;9945;128 500 км;https://avatars.mds.yandex.net/get-autoru-vos/1993354/e1c3c8818fbf9e9aa371f9f237d8b35b/320x240;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1095084580-b30f3f9a/?sort=fresh_relevance_1-desc;2014;9213;82 600 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG1Aw8KxxutAsfL0jKuymuGGG8Ra4RRrCRx_LOatUc52ywIG85uFtqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Первоуральск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094614348-5159ffad/?sort=fresh_relevance_1-desc;2012;7605;105 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdF0wk_KRtu4gtOI0yc63mnTjfsHatDFbDBkvDPYtIc6jzgIWBquwlqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Миасс
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1093090312-a16927d5/?sort=fresh_relevance_1-desc;2010;5776;135 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2164174/17d7cb859864a8481e5997b0dac81591/320x240;Сысерть
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1093030984-0b92013d/?sort=fresh_relevance_1-desc;2012;7605;105 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRO0w02Lh1usV4ZfRjN7yn5GGK7RKgWQ7WTwaOaa9Yd6ze0dWJruARqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Первоуральск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1092831208-c51900d2/?sort=fresh_relevance_1-desc;2012;7166;178 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRO1AI5Kxtu4V0bKB6Su378E2-9RasXFbfDwPeaNoca5TvhKzNq6w9qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Нижний Тагил
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1092750220-f97c6d31/?sort=fresh_relevance_1-desc;2013;8263;140 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG1gM5JxtuswxJfkmZ6COqSWO9Ga8QEreSk6HPZoAatja9d2A6sVlqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Каменск-Уральский
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1093855802-7eb806b0/?sort=fresh_relevance_1-desc;2010;7093;100 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG1gw2LBpusgkSI0uY6XumS2_pT6kVR7WexqLNZt9P5GjnITVs6g1qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094217700-c2e6dbf9/?sort=fresh_relevance_1-desc;2012;9652;108 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG0wg7LR1usVoSfUme63ypEmS4H_geQLKQkfeca9MTtT6wJTQ7uFxqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Куса
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1093519954-b26f3d10/?sort=fresh_relevance_1-desc;2010;6727;170 938 км;https://avatars.mds.yandex.net/get-verba/216201/2a000001609d461489aff85c335b42657ab9/wizardv3mr;Верхний Уфалей
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1095057888-dbc1f55e/?sort=fresh_relevance_1-desc;2017;13455;28 000 км;https://avatars.mds.yandex.net/get-verba/787013/2a000001609d590a5e67ad16f1ca320befd2/wizardv3mr;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094094028-cf5f870f/?sort=fresh_relevance_1-desc;2013;9798;170 000 км;https://avatars.mds.yandex.net/get-verba/216201/2a000001609d461489aff85c335b42657ab9/wizardv3mr;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1091805692-320389b1/?sort=fresh_relevance_1-desc;2012;8921;117 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdH2wI8LRtusw1NLRiYuXz6HzLtSPgXF-aVz_XKN9QZ6mvmITA_uQRqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1090754438-c96c1158/?sort=fresh_relevance_1-desc;2012;9506;160 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2194048/33afbf91dc5c4948c5c72b78ffaecc56/320x240;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1089283924-593c5391/?sort=fresh_relevance_1-desc;2013;8482;85 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRO1Ao9LhtuvAgfLRyb6C35SG-9RakUR7SSx6bKaoJJ4Gq8Kmc2vFxqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Озёрск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1089210354-cd47b669/?sort=fresh_relevance_1-desc;2012;10822;137 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdH1A09Lhhu4V9KfxSY73_-SGG_GKhCQOHBxPXNZIUS4mqzdWFrvQ5qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1092729526-c1e36248/?sort=fresh_relevance_1-desc;2012;8994;85 000 км;https://avatars.mds.yandex.net/get-verba/216201/2a000001609d461489aff85c335b42657ab9/wizardv3mr;Касли
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1088422864-8ac4dcc9/?sort=fresh_relevance_1-desc;2011;7020;92 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdH1AM4Khlu5l5PKBuZ7H_5TjC8TvpDEuCTwaLGNYNP4TzmIjU2uwVqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1088261768-d711f857/?sort=fresh_relevance_1-desc;2015;15795;80 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdH1Ak5JhhusgxJIxSc5Cv7EmXrTa4RQ7HCwfnHZocc5TmzcWQ56wtqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1086671750-d53a0ac6/?sort=fresh_relevance_1-desc;2012;9506;95 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2177100/bbcb5961c3dc49068d4da079c292ca98/320x240;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1078035735-192ddf15/?sort=fresh_relevance_1-desc;2012;7312;150 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2155976/47bb9d5bc1277c61b04983636dcac753/320x240;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1076808396-78e56/?sort=fresh_relevance_1-desc;2013;9798;62 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2154849/461ad55d504e42cd3eaaabc9ae3926c6/320x240;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1090522798-1a916d2b/?sort=fresh_relevance_1-desc;2014;9067;38 000 км;https://avatars.mds.yandex.net/get-autoru-vos/1863716/39c5003c30b845de4014b0f30860bc80/320x240;Миасс
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1095081720-c59d56a9/?sort=fresh_relevance_1-desc;2012;7312;181 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG1Ao-LxputQJNeh2bvnyoGWW-SKtAQrOTwfWZNYNItW28JmZpug1qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Новоуральск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094665060-5daf3941/?sort=fresh_relevance_1-desc;2013;10530;10 100 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRA0ws7JxNu4QIaeR2evHz5HGDtH_IRReOXxKOcYoMSsG20JWA-ugxqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1094765962-4becbf70/?sort=fresh_relevance_1-desc;2014;10603;60 000 км;https://avatars.mds.yandex.net/get-autoru-vos/1595794/dd3c11077f8e63bfe9d253bf7276e343/320x240;Нижний Тагил
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1094612624-91620416/?sort=fresh_relevance_1-desc;2016;10676;95 500 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG1Qs9LxlusV4efx-e6iP5GTO_Tq9AEOOSlPHIZoUcsD2yd2c5vQRqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1091600874-10b6cfc0/?sort=fresh_relevance_1-desc;2012;8760;83 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2155125/1021b17916c8ffcbb111ad28d28fb137/320x240;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1095124740-9fe53b67/?sort=fresh_relevance_1-desc;2014;8468;83 786 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRO1go9Jxlu4VkYLRvO73mtHzPsSfoQRbeTkfDJN95J4z_hIDdt6gVqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1095145652-1c5f5d35/?sort=fresh_relevance_1-desc;2014;11334;126 176 км;https://avatars.mds.yandex.net/get-autoru-vos/2126383/fc46f6dd663e3e7156eecb16f7b56c9a/320x240;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1095127768-ac802c74/?sort=fresh_relevance_1-desc;2012;7883;111 234 км;https://avatars.mds.yandex.net/get-autoru-vos/1986206/5add49e79128f4023dbd83a67be0b5cf/320x240;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094230714-795d12c5/?sort=fresh_relevance_1-desc;2013;8628;143 101 км;https://avatars.mds.yandex.net/get-autoru-vos/2165736/98722a8ec6ec1fe3482395054dc88637/320x240;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094884088-725598c3/?sort=fresh_relevance_1-desc;2011;6800;62 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRP1Ak8LBJusFgSfRTJ6Hn6HTDuGaxAFuaSk_XHMNAT4WyzKzI6sQ5qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1093375252-70b5330b/?sort=fresh_relevance_1-desc;2017;12270;37 150 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRC1w86KBtu5w5PfUyb7XytGme4RPoTRbOVkfDPZNQS5Gy2d2dtvVxqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1093664028-4748d3fa/?sort=fresh_relevance_1-desc;2017;12416;70 447 км;https://avatars.mds.yandex.net/get-autoru-vos/2113434/a3dee0e75990d12b686e67b7213f1db5/320x240;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1090920356-85d0c545/?sort=fresh_relevance_1-desc;2015;11042;131 400 км;https://avatars.mds.yandex.net/get-autoru-vos/2164965/3f2fb44dec4b5128ddeef4afaec391a0/320x240;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1095060052-ef302ab6/?sort=fresh_relevance_1-desc;2015;11144;106 073 км;https://avatars.mds.yandex.net/get-autoru-vos/2057194/98b97a28fa5868e0353728e226566b27/320x240;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094878170-86d605c2/?sort=fresh_relevance_1-desc;2014;7883;90 965 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqRB0Ak7Khhu5Q8aKUnK6yL8H2frTfweROaVxPPPNdAZsj-zKm49vV5qQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1095183464-064417a8/?sort=fresh_relevance_1-desc;2013;6859;77 600 км;https://avatars.mds.yandex.net/get-autoru-vos/2078395/8aa8193d63296fed7b684b96070caf8d/320x240;Екатеринбург
Skoda Yeti I Рестайлинг;https://auto.ru/cars/used/sale/skoda/yeti/1058243726-14a9/?sort=fresh_relevance_1-desc;2014;9348;68 000 км;https://avatars.mds.yandex.net/get-autoru-vos/2078395/a8614fb44ead1f1b48a710100de84719/320x240;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1095031736-faccd77f/?sort=fresh_relevance_1-desc;2013;11698;72 756 км;https://avatars.mds.yandex.net/get-autoru-vos/1904082/f96d9d7a237e48cdeca8c54dfeaba6db/320x240;Екатеринбург
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1094867902-a47bdd76/?sort=fresh_relevance_1-desc;2010;6888;68 500 км;https://avatars.mds.yandex.net/get-autoru-vos/1875893/9ada464e2a99868fc55eebdf06115a93/320x240;Челябинск
Skoda Yeti I;https://auto.ru/cars/used/sale/skoda/yeti/1095160918-449c63e6/?sort=fresh_relevance_1-desc;2010;6581;100 000 км;https://auto.ru/_crpd/E98QCOi01/817909qo/iWtp4nh1igIOl3JSHwXCsUN28jbXC8Q-PSAe6H1vyFllqlDcczPqdG1Qs4LBlu5wodLUmbu3v5T2TsSf9CQ7aQkvHLZNQTtW2yJzQ7uwlqQ2AndTEh-Ezt-DaSo-v7p6Z4yTDQEX_YGIBcSHZhONJ6cnl4yJxA1V4sxC2pTArJ8A#DSD;Екатеринбург
